,T_ALLT6_Pa_ref  ,T_ALLT6_Pb_ref  ,T_ALLT6_Pc_ref  ,T_ALLT6_Qa_ref  ,T_ALLT6_Qb_ref  ,T_ALLT6_Qc_ref  
1763,-117.5012,-128.2614,-385.12009,-94.4928,-47.5853,-383.48279
1764,-117.5012,-128.2614,-385.12009,-94.4928,-47.5853,-383.48279
1765,-117.5012,-128.2614,-385.12009,-94.4928,-47.5853,-383.48279
1766,-117.929,-131.4348,-317.47369,-94.8369,-48.7627,-316.1239
1767,-117.929,-131.4348,-317.47369,-94.8369,-48.7627,-316.1239
1768,-117.929,-131.4348,-317.47369,-94.8369,-48.7627,-316.1239
1769,-117.929,-131.4348,-317.47369,-94.8369,-48.7627,-316.1239
1770,-118.307,-134.90379,-242.8398,-95.1409,-50.0497,-241.8074
1771,-118.307,-134.90379,-242.8398,-95.1409,-50.0497,-241.8074
1772,-118.307,-134.90379,-242.8398,-95.1409,-50.0497,-241.8074
1773,-118.307,-134.90379,-242.8398,-95.1409,-50.0497,-241.8074
1774,-118.7126,-137.96629,-175.75439,-95.4671,-51.1859,-175.0072
1775,-118.7126,-137.96629,-175.75439,-95.4671,-51.1859,-175.0072
1776,-118.7126,-137.96629,-175.75439,-95.4671,-51.1859,-175.0072
1777,-118.7126,-137.96629,-175.75439,-95.4671,-51.1859,-175.0072
1778,-119.2233,-139.92039,-130.7534,-95.8778,-51.9109,-130.19749
1779,-119.2233,-139.92039,-130.7534,-95.8778,-51.9109,-130.19749
1780,-119.2233,-139.92039,-130.7534,-95.8778,-51.9109,-130.19749
1781,-119.2233,-139.92039,-130.7534,-95.8778,-51.9109,-130.19749
1782,-119.9004,-140.2493,-118.3243,-96.4223,-52.0329,-117.8213
1783,-119.9004,-140.2493,-118.3243,-96.4223,-52.0329,-117.8213
1784,-119.9004,-140.2493,-118.3243,-96.4223,-52.0329,-117.8213
1785,-119.9004,-140.2493,-118.3243,-96.4223,-52.0329,-117.8213
1786,-120.6765,-140.0582,-114.0424,-97.0464,-51.962,-113.5575
1787,-120.6765,-140.0582,-114.0424,-97.0464,-51.962,-113.5575
1788,-120.6765,-140.0582,-114.0424,-97.0464,-51.962,-113.5575
1789,-120.6765,-140.0582,-114.0424,-97.0464,-51.962,-113.5575
1790,-121.5707,-139.7028,-110.7831,-97.7655,-51.8301,-110.3121
1791,-121.5707,-139.7028,-110.7831,-97.7655,-51.8301,-110.3121
1792,-121.5707,-139.7028,-110.7831,-97.7655,-51.8301,-110.3121
1793,-121.5707,-139.7028,-110.7831,-97.7655,-51.8301,-110.3121
1794,-122.631,-139.23039,-108.2473,-98.6182,-51.6549,-107.7871
1795,-122.631,-139.23039,-108.2473,-98.6182,-51.6549,-107.7871
1796,-122.631,-139.23039,-108.2473,-98.6182,-51.6549,-107.7871
1797,-122.631,-139.23039,-108.2473,-98.6182,-51.6549,-107.7871
1798,-123.9051,-138.6881,-106.1356,-99.6428,-51.4537,-105.6844
1799,-123.9051,-138.6881,-106.1356,-99.6428,-51.4537,-105.6844
1800,-123.9051,-138.6881,-106.1356,-99.6428,-51.4537,-105.6844
1801,-123.9051,-138.6881,-106.1356,-99.6428,-51.4537,-105.6844
1802,-125.4409,-138.12331,-104.1488,-100.8779,-51.2441,-103.706
1803,-125.4409,-138.12331,-104.1488,-100.8779,-51.2441,-103.706
1804,-125.4409,-138.12331,-104.1488,-100.8779,-51.2441,-103.706
1805,-125.4409,-138.12331,-104.1488,-100.8779,-51.2441,-103.706
1806,-127.3088,-137.5822,-101.988,-102.38,-51.0434,-101.5544
1807,-127.3088,-137.5822,-101.988,-102.38,-51.0434,-101.5544
1808,-127.3088,-137.5822,-101.988,-102.38,-51.0434,-101.5544
1809,-131.6481,-137.0195,-99.5233,-105.8696,-50.8346,-99.1002
1810,-131.6481,-137.0195,-99.5233,-105.8696,-50.8346,-99.1002
1811,-131.6481,-137.0195,-99.5233,-105.8696,-50.8346,-99.1002
1812,-131.6481,-137.0195,-99.5233,-105.8696,-50.8346,-99.1002
1813,-138.77789,-136.39281,-96.9543,-111.6033,-50.6021,-96.5421
1814,-138.77789,-136.39281,-96.9543,-111.6033,-50.6021,-96.5421
1815,-138.77789,-136.39281,-96.9543,-111.6033,-50.6021,-96.5421
1816,-138.77789,-136.39281,-96.9543,-111.6033,-50.6021,-96.5421
1817,-147.1861,-135.7122,-94.5093,-118.3651,-50.3496,-94.1075
1818,-147.1861,-135.7122,-94.5093,-118.3651,-50.3496,-94.1075
1819,-147.1861,-135.7122,-94.5093,-118.3651,-50.3496,-94.1075
